"112年06月02日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"特選臺灣IC設計指數","3,491.66","-","8.06","-0.23","",
"特選臺灣環境永續高股息指數","4,856.82","+","71.47","1.49","",
"臺灣友善環境50指數","4,264.94","+","47.32","1.12","",
"特選臺灣IC設計產業代表指數","4,327.19","-","7.83","-0.18","",
"特選臺灣綠能指數","5,276.27","+","53.59","1.03","",
"特選臺灣智慧50指數","4,106.47","+","42.42","1.04","",
"特選臺灣標竿PCB指數","4,147.91","+","22.24","0.54","",
"臺灣晶圓製造指數","4,894.22","+","74.52","1.55","",
"臺灣精選高息指數","4,278.44","+","48.83","1.15","",
"臺灣多因子優選高股息30指數","5,654.29","+","71.06","1.27","",
"特選臺灣優利高填息30指數","5,361.73","+","97.35","1.85","",
"臺灣多因子優選成長30指數","6,340.09","+","65.46","1.04","",
"特選臺灣科技優息指數","6,562.34","+","130.32","2.03","",
"臺灣工業4.0指數","5,531.91","+","52.71","0.96","",
"臺灣半導體收益指數","5,312.87","+","79.00","1.51","",
"臺灣優選成長高股息指數","5,357.52","+","96.44","1.83","",
"特選臺灣ESG低碳高息40指數","5,880.35","+","128.51","2.23","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","28,779.74","+","274.76","0.96","",
"金融類日報酬反向一倍指數","4,695.56","-","22.74","-0.48","",
"漲升股利150指數","8,610.56","+","97.75","1.15","",
"藍籌30指數","7,937.34","+","74.36","0.95","",
"工業菁英30指數","8,516.25","+","77.18","0.91","",
"電子菁英30指數","8,911.72","+","27.67","0.31","",
"低波動股利精選30指數","7,066.55","+","50.69","0.72","",
"中小型A級動能50指數","18,177.27","+","178.71","0.99","",
"特選高息低波指數","7,919.11","+","116.97","1.50","",
"臺灣永續指數","8,475.19","+","110.10","1.32","",
"價值投資指數","6,433.51","-","10.04","-0.16","",
"存股雙十等權重指數","7,352.19","+","139.32","1.93","",
"特選大蘋果指數","7,872.85","+","125.80","1.62","",
"中小型300指數","9,866.78","+","106.10","1.09","",
"臺灣500指數","8,594.11","+","98.78","1.16","",
"臺灣勞工權益指數","7,818.36","+","67.34","0.87","",
"微波高息精選20指數","6,956.12","+","74.04","1.08","",
"特選世代行動通訊指數","6,788.83","+","19.57","0.29","",
"智慧投資多因子30指數","5,430.53","+","63.98","1.19","",
"臺股期貨指數","8,933.77","+","128.31","1.46","",
"特選價值成長指數","7,294.68","+","75.56","1.05","",
"臺灣上櫃永續指數","6,405.39","+","56.60","0.89","",
"特選台股領航指數","7,344.90","+","65.35","0.90","",
"特選Smart多因子指數","6,246.81","+","63.58","1.03","",
"特選ESG高股息指數","4,742.84","+","54.32","1.16","",
"特選上櫃ESG成長指數","4,571.39","+","95.23","2.13","",
"特選上櫃ESG電子菁英指數","4,642.76","+","61.99","1.35","",
"臺灣優息存股指數","4,897.17","+","37.21","0.77","",
"特選上櫃ESG永續高股息指數","6,440.13","+","57.38","0.90","",
"特選臺灣金融高股息存股指數","5,207.29","+","22.43","0.43","",
"特選臺灣產業龍頭存股等權重指數","6,103.16","+","119.09","1.99","",
"上櫃ESG 30指數","5,935.56","+","46.95","0.80","",
"臺灣ESG低碳50指數","5,576.07","+","55.05","1.00","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","26,879.80","+","300.69","1.13","",
"發行量加權股價報酬指數","34,853.76","+","406.58","1.18","",
"臺灣公司治理100報酬指數","13,124.41","+","175.62","1.36","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","16,417.93","+","241.25","1.49","",
"臺灣高薪100報酬指數","13,295.09","+","145.06","1.10","",
"未含金融電子報酬指數","33,424.27","+","313.54","0.95","",
"小型股300報酬指數","12,655.98","+","90.49","0.72","",
"水泥類報酬指數","344.42","+","4.62","1.36","",
"食品類報酬指數","3,206.88","+","18.40","0.58","",
"塑膠類報酬指數","459.34","+","2.58","0.56","",
"紡織纖維類報酬指數","965.35","+","13.99","1.47","",
"電機機械類報酬指數","464.31","+","10.66","2.35","",
"電器電纜類報酬指數","175.74","+","3.01","1.74","",
"化學生技醫療類報酬指數","201.31","-","0.02","-0.01","",
"化學類報酬指數","247.37","-","0.75","-0.30","",
"生技醫療類報酬指數","108.29","+","0.31","0.29","",
"玻璃陶瓷類報酬指數","65.32","+","0.38","0.59","",
"造紙類報酬指數","571.64","+","0.19","0.03","",
"鋼鐵類報酬指數","242.63","+","1.26","0.52","",
"橡膠類報酬指數","409.77","+","7.41","1.84","",
"汽車類報酬指數","715.68","+","17.48","2.50","",
"電子工業類報酬指數","1,512.49","+","21.05","1.41","",
"半導體類報酬指數","670.16","+","11.25","1.71","",
"電腦及週邊設備類報酬指數","395.00","+","9.50","2.46","",
"光電類報酬指數","54.39","+","0.39","0.72","",
"通信網路類報酬指數","300.72","+","1.13","0.38","",
"電子零組件類報酬指數","341.47","+","1.32","0.39","",
"電子通路類報酬指數","457.25","+","1.96","0.43","",
"資訊服務類報酬指數","428.31","+","13.31","3.21","",
"其他電子類報酬指數","170.99","+","0.58","0.34","",
"建材營造類報酬指數","780.64","+","6.36","0.82","",
"航運類報酬指數","265.52","+","0.96","0.36","",
"觀光類報酬指數","220.91","+","3.39","1.56","",
"金融保險類報酬指數","2,809.26","+","13.46","0.48","",
"貿易百貨類報酬指數","453.20","+","2.82","0.63","",
"油電燃氣類報酬指數","183.70","+","3.15","1.74","",
"其他類報酬指數","638.26","+","2.26","0.36","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,793.88","+","29.10","0.61","",
"臺灣中小型公司治理報酬指數","10,862.87","+","109.05","1.01","",
"臺灣IPO報酬指數","6,020.08","+","44.64","0.75","",
"智慧中立報酬指數","4,038.70","-","4.41","-0.11","",
"加權指數掩護性臺指買權價外5%報酬指數","7,075.35","+","44.90","0.64","",
"臺灣5G報酬指數","9,232.80","+","91.37","1.00","",
"臺灣企業社會責任中小型報酬指數","11,375.60","+","154.31","1.38","",
"特選臺灣電動車代表報酬指數","8,637.48","+","138.16","1.63","",
"臺灣5G+通訊報酬指數","6,983.89","+","72.80","1.05","",
"臺灣全市場報酬指數","6,138.82","+","72.26","1.19","",
"臺灣全市場半導體報酬指數","5,870.34","+","65.03","1.12","",
"臺灣智慧移動與電動車報酬指數","4,817.99","+","51.04","1.07","",
"特選小資高價30報酬指數","5,681.58","+","52.40","0.93","",
"特選臺灣綠能及電動車報酬指數","5,599.10","+","79.44","1.44","",
"特選臺灣智能車供應鏈聯盟報酬指數","5,170.43","+","69.65","1.37","",
"臺灣全市場半導體精選30報酬指數","4,610.72","+","54.48","1.20","",
"特選臺灣高股息30報酬指數","4,956.37","+","70.86","1.45","",
"臺灣友善環境報酬指數","5,430.82","+","73.46","1.37","",
"台灣永續價值報酬指數","4,956.86","+","61.97","1.27","",
"特選臺灣IC設計報酬指數","3,803.61","-","5.65","-0.15","",
"特選臺灣環境永續高股息報酬指數","5,475.79","+","80.58","1.49","",
"臺灣友善環境50報酬指數","4,520.96","+","50.16","1.12","",
"特選臺灣IC設計產業代表報酬指數","4,707.79","-","3.71","-0.08","",
"特選臺灣綠能報酬指數","5,530.23","+","56.17","1.03","",
"特選臺灣智慧50報酬指數","4,406.34","+","45.52","1.04","",
"特選臺灣標竿PCB報酬指數","4,383.38","+","23.51","0.54","",
"臺灣晶圓製造報酬指數","5,175.34","+","79.18","1.55","",
"臺灣精選高息報酬指數","4,865.52","+","55.53","1.15","",
"臺灣多因子優選高股息30報酬指數","6,153.61","+","77.33","1.27","",
"特選臺灣優利高填息30報酬指數","5,867.17","+","106.52","1.85","",
"臺灣多因子優選成長30報酬指數","6,380.50","+","65.88","1.04","",
"特選臺灣科技優息報酬指數","6,620.12","+","131.47","2.03","",
"臺灣工業4.0報酬指數","5,533.30","+","54.10","0.99","",
"臺灣半導體收益報酬指數","5,324.18","+","79.18","1.51","",
"臺灣優選成長高股息報酬指數","5,381.42","+","96.87","1.83","",
"特選臺灣ESG低碳高息40報酬指數","5,880.35","+","128.51","2.23","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,611.25","+","132.00","1.15","",
"藍籌30報酬指數","10,140.61","+","95.01","0.95","",
"工業菁英30報酬指數","10,943.70","+","99.18","0.91","",
"電子菁英30報酬指數","11,149.30","+","37.62","0.34","",
"低波動股利精選30報酬指數","9,205.87","+","66.03","0.72","",
"中小型A級動能50報酬指數","21,560.94","+","211.99","0.99","",
"特選高息低波報酬指數","11,097.95","+","163.92","1.50","",
"臺灣永續報酬指數","--","","--","--","",
"價值投資報酬指數","8,673.32","-","9.56","-0.11","",
"存股雙十等權重報酬指數","9,305.76","+","176.33","1.93","",
"特選大蘋果報酬指數","9,559.51","+","152.74","1.62","",
"中小型300報酬指數","11,584.50","+","126.19","1.10","",
"臺灣500報酬指數","10,076.37","+","116.21","1.17","",
"臺灣勞工權益報酬指數","9,417.91","+","81.11","0.87","",
"微波高息精選20報酬指數","8,226.46","+","87.56","1.08","",
"特選世代行動通訊報酬指數","7,648.06","+","22.05","0.29","",
"智慧投資多因子30報酬指數","6,305.53","+","74.29","1.19","",
"特選大蘋果報酬正向兩倍指數","18,529.71","+","582.82","3.25","",
"特選大蘋果報酬反向一倍指數","5,877.04","-","97.00","-1.62","",
"特選價值成長報酬指數","8,756.58","+","90.69","1.05","",
"臺灣上櫃永續報酬指數","7,254.02","+","64.10","0.89","",
"特選台股領航報酬指數","8,380.94","+","74.57","0.90","",
"特選Smart多因子報酬指數","6,868.66","+","71.04","1.05","",
"特選ESG高股息報酬指數","5,263.12","+","60.28","1.16","",
"特選上櫃ESG成長報酬指數","4,898.25","+","102.04","2.13","",
"特選上櫃ESG電子菁英報酬指數","5,010.22","+","66.90","1.35","",
"臺灣優息存股報酬指數","5,147.89","+","39.11","0.77","",
"特選上櫃ESG永續高股息報酬指數","6,741.42","+","60.06","0.90","",
"特選臺灣金融高股息存股報酬指數","5,383.12","+","23.18","0.43","",
"特選臺灣產業龍頭存股等權重報酬指數","6,160.42","+","120.21","1.99","",
"上櫃ESG 30報酬指數","5,974.21","+","47.26","0.80","",
"臺灣ESG低碳50報酬指數","5,601.60","+","57.41","1.04","",
"112年06月02日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","343,482,998,824","4,619,308,269","2,357,776",
"2.台灣存託憑證","43,507,712","11,823,179","2,516",
"3.受益憑證","0","0","0",
"4.ETF","16,991,142,286","1,135,496,236","238,435",
"5.受益證券","2,908,335","176,292","81",
"6.變更交易股票","15,223,069","1,371,915","799",
"7.認購(售)權證","2,903,206,450","2,168,749,000","91,329",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","33,687,850","5,391,000","746",
"14.創新板股票","96,352,364","957,279","572",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","343,594,574,257","4,621,637,463","2,359,147",
"總計(1~15)","363,569,026,890","7,943,273,170","2,692,254",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","6,346(80)","575(11)",
"下跌(跌停)","3,710(22)","291(1)",
"持平","577","103",
"未成交","12,111","1",
"無比價","2,637","5",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"不加計外幣交易證券交易金額。",

"112年06月02日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,412,015","8,688","1,064,911,699","125.80","127.00","125.80","126.75","+","1.60","126.70","117","126.75","80","0.00",
="0051","元大中型100","172,697","249","10,880,130","62.00","63.40","62.00","63.05","+","1.05","63.00","3","63.10","1","0.00",
="0052","富邦科技","285,387","471","31,812,941","110.70","111.95","110.70","111.70","+","1.70","111.70","3","111.85","2","0.00",
="0053","元大電子","10,295","938","662,701","63.85","64.90","63.85","64.90","+","1.25","64.20","21","64.75","25","0.00",
="0055","元大MSCI金融","192,747","247","4,430,817","22.93","23.02","22.93","22.99","+","0.06","22.99","10","23.00","5","0.00",
="0056","元大高股息","46,006,587","21,625","1,423,757,213","30.60","31.14","30.60","30.93","+","0.46","30.93","69","30.94","52","0.00",
="0057","富邦摩台","31,998","1,002","2,936,602","91.60","91.95","91.60","91.70","+","0.95","91.70","20","91.80","1","0.00",
="0061","元大寶滬深","165,080","746","2,963,132","17.94","18.05","17.84","17.98","+","0.04","17.98","6","18.05","87","0.00",
="006203","元大MSCI台灣","13,803","979","843,512","61.05","61.30","61.00","61.30","+","0.85","61.00","8","61.15","2","0.00",
="006204","永豐臺灣加權","31,866","1,024","2,702,074","84.25","85.10","84.25","84.85","+","1.00","84.75","1","84.90","51","0.00",
="006205","富邦上証","1,264,565","271","37,897,145","29.93","30.08","29.74","29.99","+","0.20","29.99","4","30.00","1","0.00",
="006206","元大上證50","127,158","689","3,571,096","28.00","28.33","27.97","28.30","+","0.33","28.29","2","28.30","48","0.00",
="006207","復華滬深","145,000","19","3,435,900","23.51","23.74","23.51","23.68","+","0.17","23.65","1","23.66","2","0.00",
="006208","富邦台50","3,117,170","3,557","227,651,039","72.70","73.25","72.65","73.10","+","0.90","73.10","36","73.15","43","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.92","5","6.97","5","0.00",
="00631L","元大台灣50正2","2,792,028","2,018","362,979,902","129.05","131.30","128.90","130.80","+","3.35","130.75","15","130.80","222","0.00",
="00632R","元大台灣50反1","240,761,974","11,852","1,184,108,995","4.95","4.95","4.90","4.91","-","0.07","4.91","14,566","4.92","18,572","0.00",
="00633L","富邦上証正2","5,577,522","1,601","194,383,551","34.48","35.18","34.36","34.94","+","0.62","34.94","136","34.96","2","0.00",
="00634R","富邦上証反1","375,258","49","1,742,530","4.68","4.69","4.63","4.65","-","0.05","4.64","698","4.65","21","0.00",
="00635U","期元大S&P黃金","738,944","191","18,359,872","24.83","24.92","24.81","24.86","+","0.13","24.86","2","24.87","14","0.00",
="00636","國泰中國A50","823,558","682","16,571,760","19.94","20.22","19.94","20.16","+","0.22","20.15","13","20.16","166","0.00",
="00636K","國泰中國A50+U","200","2","1,318","6.59","6.59","6.59","6.59","+","0.10","6.55","2","6.60","1","0.00",
="00637L","元大滬深300正2","65,670,095","7,509","900,497,297","13.58","13.86","13.55","13.76","+","0.22","13.76","341","13.77","107","0.00",
="00638R","元大滬深300反1","10,483,058","154","102,755,677","9.86","9.87","9.74","9.77","-","0.11","9.75","690","9.77","131","0.00",
="00639","富邦深100","1,015,311","525","11,944,414","11.70","11.84","11.68","11.81","+","0.11","11.80","24","11.81","142","0.00",
="00640L","富邦日本正2","966,196","288","34,591,723","35.54","36.02","35.54","36.02","+","1.00","36.00","3","36.02","57","0.00",
="00641R","富邦日本反1","2,108,417","282","17,863,428","8.50","8.51","8.43","8.46","-","0.13","8.45","3","8.46","116","0.00",
="00642U","期元大S&P石油","10,637,895","2,429","157,854,225","14.81","14.90","14.80","14.87","+","0.39","14.86","1,164","14.87","53","0.00",
="00643","群益深証中小","428,099","666","5,895,891","13.81","13.94","13.73","13.93","+","0.13","13.92","9","13.93","59","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.19","2","3.25","1","0.00",
="00645","富邦日本","707,008","604","20,791,100","29.26","29.52","29.26","29.52","+","0.36","29.51","2","29.52","46","0.00",
="00646","元大S&P500","2,793,246","999","112,492,306","40.11","40.35","40.11","40.34","+","0.42","40.30","32","40.34","28","0.00",
="00647L","元大S&P500正2","159,398","64","9,243,692","57.95","58.10","57.85","58.05","+","1.00","58.00","164","58.05","1","0.00",
="00648R","元大S&P500反1","2,504,185","265","17,305,480","6.92","6.92","6.90","6.91","-","0.08","6.90","1,272","6.91","650","0.00",
="00650L","復華香港正2","12,573,821","2,041","147,159,659","11.45","11.89","11.44","11.84","+","0.51","11.83","3","11.84","633","0.00",
="00651R","復華香港反1","857,162","128","7,553,313","8.83","8.94","8.74","8.78","-","0.20","8.77","257","8.78","78","0.00",
="00652","富邦印度","161,855","1,014","4,907,720","30.33","30.37","30.21","30.27","-","0.03","30.26","4","30.27","4","0.00",
="00653L","富邦印度正2","259,111","124","11,647,178","45.03","45.11","44.67","44.94","-","0.14","44.90","52","44.94","3","0.00",
="00654R","富邦印度反1","104,000","30","810,300","7.82","7.82","7.78","7.80"," ","0.00","7.80","3","7.81","181","0.00",
="00655L","國泰中國A50正2","3,451,379","757","84,587,864","24.29","24.76","24.18","24.61","+","0.50","24.61","25","24.64","56","0.00",
="00656R","國泰中國A50反1","480,000","27","4,214,070","8.81","8.84","8.72","8.74","-","0.10","8.74","132","8.75","21","0.00",
="00657","國泰日經225","119,006","972","4,433,393","37.18","37.36","37.17","37.36","+","0.39","37.30","4","37.36","16","0.00",
="00657K","國泰日經225+U","200","2","2,434","12.17","12.17","12.17","12.17","+","0.15","12.15","2","12.20","3","0.00",
="00660","元大歐洲50","248,337","717","7,663,808","31.00","31.00","30.79","30.98","+","0.02","30.80","1","30.99","3","0.00",
="00661","元大日經225","262,862","701","10,534,778","39.98","40.20","39.97","40.20","+","0.47","40.15","2","40.20","80","0.00",
="00662","富邦NASDAQ","1,335,906","683","76,395,644","57.05","57.30","57.00","57.30","+","0.85","57.25","5","57.30","158","0.00",
="00663L","國泰臺灣加權正2","2,026","5","242,884","119.35","120.40","119.35","120.40","+","2.65","120.90","100","121.05","104","0.00",
="00664R","國泰臺灣加權反1","9,396,039","710","52,132,333","5.58","5.58","5.52","5.54","-","0.07","5.54","473","5.55","1,049","0.00",
="00665L","富邦恒生國企正2","48,957,999","4,143","349,461,726","7.00","7.28","6.95","7.21","+","0.29","7.21","1,308","7.22","4","0.00",
="00666R","富邦恒生國企反1","394,000","164","6,091,130","15.66","15.70","15.29","15.35","-","0.44","15.33","187","15.36","3","0.00",
="00668","國泰美國道瓊","511,269","392","18,867,723","36.96","36.96","36.85","36.93","+","0.16","36.92","2","36.93","73","0.00",
="00668K","國泰美國道瓊+U","200","2","2,408","12.04","12.04","12.04","12.04","+","0.08","12.03","2","12.06","1","0.00",
="00669R","國泰美國道瓊反1","6,007,400","219","48,507,312","8.08","8.09","8.06","8.07","-","0.07","8.06","7,162","8.07","11","0.00",
="00670L","富邦NASDAQ正2","2,065,103","955","165,227,229","79.75","80.25","79.75","80.20","+","2.30","80.15","22","80.20","159","0.00",
="00671R","富邦NASDAQ反1","11,995,281","904","60,393,397","5.04","5.04","5.03","5.04","-","0.06","5.03","46","5.04","7,633","0.00",
="00673R","期元大S&P原油反1","10,869,627","1,158","101,700,298","9.40","9.40","9.32","9.35","-","0.29","9.34","1,625","9.35","5,457","0.00",
="00674R","期元大S&P黃金反1","2,016,115","319","24,242,744","12.07","12.07","12.00","12.03","-","0.10","12.03","3","12.04","101","0.00",
="00675L","富邦臺灣加權正2","820,150","624","43,044,848","52.00","53.00","52.00","52.75","+","1.35","52.70","2","52.75","144","0.00",
="00676R","富邦臺灣加權反1","8,508,077","500","26,005,659","3.08","3.08","3.04","3.06","-","0.03","3.05","2,042","3.06","831","0.00",
="00678","群益NBI生技","328,650","968","8,268,530","25.12","25.18","25.12","25.14","+","0.02","25.13","16","25.18","2","0.00",
="00680L","元大美債20正2","24,506,019","2,382","277,572,296","11.34","11.35","11.30","11.32","+","0.11","11.32","666","11.33","1,197","0.00",
="00681R","元大美債20反1","278,000","29","5,092,990","18.30","18.33","18.30","18.33","-","0.14","18.32","6","18.34","308","0.00",
="00682U","期元大美元指數","109,013","35","2,248,197","20.67","20.67","20.61","20.63","-","0.15","20.63","4","20.65","6","0.00",
="00683L","期元大美元指正2","3,851,315","439","83,616,727","21.80","21.80","21.67","21.71","-","0.35","21.71","17","21.72","53","0.00",
="00684R","期元大美元指反1","38,000","6","603,400","15.88","15.93","15.85","15.93","X","0.00","15.84","20","15.93","19","0.00",
="00685L","群益臺灣加權正2","100,456","54","4,674,542","46.15","46.93","46.13","46.77","+","1.22","46.70","255","46.77","236","0.00",
="00686R","群益臺灣加權反1","1,068,100","60","3,540,477","3.33","3.33","3.29","3.31","-","0.04","3.30","397","3.31","175","0.00",
="00688L","國泰20年美債正2","8,067,230","891","90,596,046","11.24","11.25","11.22","11.23","+","0.14","11.23","178","11.24","1,072","0.00",
="00689R","國泰20年美債反1","220,000","5","4,175,490","18.98","18.98","18.97","18.97","-","0.09","18.97","144","19.00","103","0.00",
="00690","兆豐藍籌30","1,583,927","815","42,862,613","27.02","27.13","27.00","27.07","+","0.10","27.06","50","27.08","4","0.00",
="00692","富邦公司治理","2,450,442","1,571","77,440,414","31.30","31.72","31.30","31.66","+","0.38","31.65","23","31.66","7","0.00",
="00693U","期街口S&P黃豆","82,496","43","1,993,034","24.16","24.20","24.14","24.19","+","0.27","24.16","2","24.19","1","0.00",
="00700","富邦恒生國企","54,838","938","664,461","11.93","12.21","11.92","12.14","+","0.30","12.15","3","12.16","105","0.00",
="00701","國泰股利精選30","1,237,292","893","30,068,991","24.17","24.38","24.17","24.28","+","0.16","24.27","5","24.28","7","0.00",
="00702","國泰標普低波高息","115,319","817","2,275,684","19.72","19.74","19.72","19.74","-","0.01","19.73","1","19.74","49","0.00",
="00703","台新MSCI中國","343,340","48","5,110,001","14.58","14.93","14.58","14.90","+","0.36","14.85","20","14.89","48","0.00",
="00706L","期元大S&P日圓正2","4,251,293","699","37,717,799","8.86","8.90","8.84","8.86","+","0.06","8.85","423","8.86","1,115","0.00",
="00707R","期元大S&P日圓反1","41,000","11","1,030,610","25.17","25.17","25.11","25.12","-","0.14","25.12","32","25.13","1","0.00",
="00708L","期元大S&P黃金正2","1,203,396","357","33,149,849","27.49","27.67","27.45","27.58","+","0.39","27.57","9","27.58","45","0.00",
="00709","富邦歐洲","32,200","5","790,730","24.50","24.56","24.50","24.56","+","0.20","24.52","3","24.65","20","0.00",
="00710B","復華彭博非投等債","375,518","94","6,713,942","17.90","17.91","17.83","17.90","-","0.01","17.90","3","17.91","69","0.00",
="00711B","復華彭博新興債","39,362","749","632,364","16.09","16.09","16.05","16.07"," ","0.00","16.06","101","16.07","2","0.00",
="00712","復華富時不動產","28,442,622","6,461","260,430,582","9.10","9.18","9.10","9.17","+","0.18","9.17","315","9.18","1,250","0.00",
="00713","元大台灣高息低波","18,784,272","9,564","840,971,912","44.25","45.05","44.25","44.70","+","0.59","44.69","71","44.70","143","0.00",
="00714","群益道瓊美國地產","275,502","203","4,892,110","17.72","17.77","17.72","17.77","-","0.03","17.76","18","17.77","41","0.00",
