"112年10月24日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣友善環境指數","4,929.11","+","18.34","0.37","",
"台灣永續價值指數","4,555.80","+","7.17","0.16","",
"特選臺灣IC設計指數","3,753.23","+","19.32","0.52","",
"特選臺灣環境永續高股息指數","5,334.36","+","36.06","0.68","",
"臺灣友善環境50指數","3,998.38","-","9.86","-0.25","",
"特選臺灣IC設計產業代表指數","4,794.57","+","17.23","0.36","",
"特選臺灣綠能指數","4,715.85","-","0.78","-0.02","",
"特選臺灣智慧50指數","3,840.19","+","4.76","0.12","",
"特選臺灣標竿PCB指數","4,715.18","+","84.03","1.81","",
"臺灣晶圓製造指數","4,665.42","-","6.18","-0.13","",
"臺灣精選高息指數","4,263.33","+","34.32","0.81","",
"臺灣多因子優選高股息30指數","6,467.33","+","74.73","1.17","",
"特選臺灣優利高填息30指數","5,684.35","+","64.46","1.15","",
"臺灣多因子優選成長30指數","6,366.44","+","30.28","0.48","",
"特選臺灣科技優息指數","7,549.47","+","66.17","0.88","",
"臺灣工業4.0指數","6,023.31","+","79.48","1.34","",
"臺灣半導體收益指數","5,365.23","-","3.55","-0.07","",
"臺灣優選成長高股息指數","6,071.41","+","19.10","0.32","",
"特選臺灣ESG低碳高息40指數","6,771.53","+","29.89","0.44","",
"臺灣優選多因子30指數","6,142.39","+","88.87","1.47","",
"臺灣創新科技50指數","5,203.20","+","4.82","0.09","",
"臺灣全市場新經濟產業指數","4,345.32","+","16.28","0.38","",
"臺灣ESG永續高股息等權重指數","5,419.70","+","70.79","1.32","",
"臺灣永續高息中小型指數","5,187.60","+","31.38","0.61","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","28,178.91","+","50.51","0.18","",
"金融類日報酬反向一倍指數","4,707.74","-","4.23","-0.09","",
"漲升股利150指數","8,132.75","+","22.91","0.28","",
"藍籌30指數","7,668.86","-","8.57","-0.11","",
"工業菁英30指數","8,302.98","-","2.84","-0.03","",
"電子菁英30指數","9,269.07","+","20.00","0.22","",
"低波動股利精選30指數","6,994.89","+","3.26","0.05","",
"中小型A級動能50指數","20,915.26","+","359.02","1.75","",
"特選高息低波指數","8,196.42","+","74.90","0.92","",
"臺灣永續指數","8,268.29","+","14.63","0.18","",
"價值投資指數","6,146.70","+","23.56","0.38","",
"存股雙十等權重指數","7,076.10","+","68.50","0.98","",
"特選大蘋果指數","8,511.14","+","54.32","0.64","",
"中小型300指數","9,873.88","+","85.77","0.88","",
"臺灣500指數","8,392.02","+","29.73","0.36","",
"臺灣勞工權益指數","7,523.83","+","16.47","0.22","",
"微波高息精選20指數","6,795.45","+","22.99","0.34","",
"特選世代行動通訊指數","7,990.96","+","122.63","1.56","",
"智慧投資多因子30指數","5,178.87","+","19.49","0.38","",
"臺股期貨指數","8,876.89","+","44.02","0.50","",
"特選價值成長指數","7,393.45","+","53.36","0.73","",
"臺灣上櫃永續指數","6,408.88","+","52.18","0.82","",
"特選台股領航指數","7,621.10","+","27.17","0.36","",
"特選Smart多因子指數","6,207.32","+","29.88","0.48","",
"特選ESG高股息指數","4,854.46","+","46.91","0.98","",
"特選上櫃ESG成長指數","4,556.89","+","10.36","0.23","",
"特選上櫃ESG電子菁英指數","4,602.00","+","10.47","0.23","",
"臺灣優息存股指數","4,356.90","+","10.01","0.23","",
"特選上櫃ESG永續高股息指數","6,499.98","+","62.90","0.98","",
"特選臺灣金融高股息存股指數","5,189.95","+","7.96","0.15","",
"特選臺灣產業龍頭存股等權重指數","6,224.98","+","56.17","0.91","",
"上櫃ESG 30指數","5,646.92","+","32.14","0.57","",
"臺灣ESG低碳50指數","5,478.18","+","3.97","0.07","",
"臺灣創新板指數","4,287.46","-","19.65","-0.46","",
"特選上櫃ESG龍頭指數","5,340.69","+","5.23","0.10","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","27,049.99","+","111.89","0.42","",
"發行量加權股價報酬指數","35,093.27","+","125.68","0.36","",
"臺灣公司治理100報酬指數","13,069.90","+","16.79","0.13","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","17,111.70","+","72.13","0.42","",
"臺灣高薪100報酬指數","13,777.33","+","52.08","0.38","",
"未含金融電子報酬指數","31,412.14","+","78.23","0.25","",
"小型股300報酬指數","13,041.03","+","80.67","0.62","",
"水泥類報酬指數","301.52","-","0.23","-0.08","",
"食品類報酬指數","3,116.14","+","13.94","0.45","",
"塑膠類報酬指數","404.47","-","1.30","-0.32","",
"紡織纖維類報酬指數","1,016.81","+","4.68","0.46","",
"電機機械類報酬指數","449.29","+","0.10","0.02","",
"電器電纜類報酬指數","155.22","+","1.65","1.07","",
"化學生技醫療類報酬指數","203.52","+","2.04","1.01","",
"化學類報酬指數","284.49","+","0.96","0.34","",
"生技醫療類報酬指數","94.85","+","1.74","1.87","",
"玻璃陶瓷類報酬指數","63.70","+","1.51","2.43","",
"造紙類報酬指數","519.64","+","0.88","0.17","",
"鋼鐵類報酬指數","224.26","-","0.91","-0.40","",
"橡膠類報酬指數","418.99","+","1.19","0.28","",
"汽車類報酬指數","631.36","+","1.14","0.18","",
"電子工業類報酬指數","1,563.63","+","7.03","0.45","",
"半導體類報酬指數","676.52","-","0.08","-0.01","",
"電腦及週邊設備類報酬指數","492.21","+","16.36","3.44","",
"光電類報酬指數","49.08","+","0.28","0.57","",
"通信網路類報酬指數","310.22","+","2.38","0.77","",
"電子零組件類報酬指數","362.45","+","2.63","0.73","",
"電子通路類報酬指數","555.07","+","3.78","0.69","",
"資訊服務類報酬指數","410.11","+","8.28","2.06","",
"其他電子類報酬指數","164.53","-","2.13","-1.28","",
"建材營造類報酬指數","815.53","+","0.34","0.04","",
"航運類報酬指數","249.82","+","2.46","0.99","",
"觀光餐旅類報酬指數","167.66","+","1.15","0.69","",
"金融保險類報酬指數","2,855.14","+","2.57","0.09","",
"貿易百貨類報酬指數","434.67","+","1.63","0.38","",
"油電燃氣類報酬指數","171.82","+","0.18","0.10","",
"綠能環保類報酬指數","88.12","-","0.31","-0.35","",
"數位雲端類報酬指數","80.27","-","0.06","-0.07","",
"運動休閒類報酬指數","91.34","+","0.65","0.72","",
"居家生活類報酬指數","91.55","-","0.02","-0.02","",
"其他類報酬指數","608.84","-","0.12","-0.02","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,470.92","+","74.20","1.69","",
"臺灣中小型公司治理報酬指數","12,399.02","+","123.63","1.01","",
"臺灣IPO報酬指數","5,510.83","+","40.48","0.74","",
"智慧中立報酬指數","4,133.56","-","1.21","-0.03","",
"加權指數掩護性臺指買權價外5%報酬指數","7,068.70","+","25.12","0.36","",
"臺灣5G報酬指數","9,566.06","+","9.64","0.10","",
"臺灣企業社會責任中小型報酬指數","12,619.15","+","121.03","0.97","",
"特選臺灣電動車代表報酬指數","9,143.96","+","98.77","1.09","",
"臺灣5G+通訊報酬指數","7,415.22","+","19.26","0.26","",
"臺灣全市場報酬指數","6,200.88","+","23.24","0.38","",
"臺灣全市場半導體報酬指數","6,231.57","+","0.93","0.01","",
"臺灣智慧移動與電動車報酬指數","4,818.39","+","3.26","0.07","",
"特選小資高價30報酬指數","5,821.20","+","34.13","0.59","",
"特選臺灣綠能及電動車報酬指數","5,494.68","+","8.38","0.15","",
"特選臺灣智能車供應鏈聯盟報酬指數","5,352.40","+","7.86","0.15","",
"臺灣全市場半導體精選30報酬指數","4,840.36","-","0.46","-0.01","",
"特選臺灣高股息30報酬指數","5,483.32","+","44.82","0.82","",
"臺灣友善環境報酬指數","5,451.71","+","20.29","0.37","",
"台灣永續價值報酬指數","4,910.22","+","7.73","0.16","",
"特選臺灣IC設計報酬指數","4,270.96","+","21.98","0.52","",
"特選臺灣環境永續高股息報酬指數","6,861.00","+","46.39","0.68","",
"臺灣友善環境50報酬指數","4,428.79","-","10.92","-0.25","",
"特選臺灣IC設計產業代表報酬指數","5,466.98","+","19.64","0.36","",
"特選臺灣綠能報酬指數","5,104.62","-","0.85","-0.02","",
"特選臺灣智慧50報酬指數","4,311.90","+","5.36","0.12","",
"特選臺灣標竿PCB報酬指數","5,175.12","+","92.23","1.81","",
"臺灣晶圓製造報酬指數","5,129.78","-","6.79","-0.13","",
"臺灣精選高息報酬指數","5,533.77","+","44.55","0.81","",
"臺灣多因子優選高股息30報酬指數","7,410.01","+","85.62","1.17","",
"特選臺灣優利高填息30報酬指數","6,719.84","+","76.19","1.15","",
"臺灣多因子優選成長30報酬指數","6,558.81","+","31.20","0.48","",
"特選臺灣科技優息報酬指數","8,056.89","+","70.62","0.88","",
"臺灣工業4.0報酬指數","6,213.80","+","81.99","1.34","",
"臺灣半導體收益報酬指數","5,683.52","-","3.75","-0.07","",
"臺灣優選成長高股息報酬指數","6,385.07","+","20.09","0.32","",
"特選臺灣ESG低碳高息40報酬指數","7,126.29","+","31.45","0.44","",
"臺灣優選多因子30報酬指數","6,319.14","+","91.43","1.47","",
"臺灣創新科技50報酬指數","5,411.40","+","5.02","0.09","",
"臺灣全市場新經濟產業報酬指數","4,485.35","+","16.80","0.38","",
"臺灣ESG永續高股息等權重報酬指數","5,672.14","+","74.08","1.32","",
"臺灣永續高息中小型報酬指數","5,264.06","+","31.84","0.61","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,649.96","+","32.82","0.28","",
"藍籌30報酬指數","10,142.32","-","11.33","-0.11","",
"工業菁英30報酬指數","11,105.44","-","3.79","-0.03","",
"電子菁英30報酬指數","12,097.72","+","26.11","0.22","",
"低波動股利精選30報酬指數","9,421.48","+","4.39","0.05","",
"中小型A級動能50報酬指數","25,409.39","+","436.16","1.75","",
"特選高息低波報酬指數","11,962.45","+","109.32","0.92","",
"臺灣永續報酬指數","--","","--","--","",
"價值投資報酬指數","8,609.82","+","33.00","0.38","",
"存股雙十等權重報酬指數","9,604.18","+","92.98","0.98","",
"特選大蘋果報酬指數","10,630.62","+","67.85","0.64","",
"中小型300報酬指數","11,955.91","+","103.86","0.88","",
"臺灣500報酬指數","10,161.17","+","35.99","0.36","",
"臺灣勞工權益報酬指數","9,645.00","+","21.12","0.22","",
"微波高息精選20報酬指數","8,349.43","+","28.25","0.34","",
"特選世代行動通訊報酬指數","9,359.95","+","143.64","1.56","",
"智慧投資多因子30報酬指數","6,435.54","+","24.21","0.38","",
"特選大蘋果報酬正向兩倍指數","22,323.01","+","283.15","1.28","",
"特選大蘋果報酬反向一倍指數","5,148.98","-","33.29","-0.64","",
"特選價值成長報酬指數","9,557.67","+","68.98","0.73","",
"臺灣上櫃永續報酬指數","7,455.09","+","60.69","0.82","",
"特選台股領航報酬指數","9,160.03","+","32.65","0.36","",
"特選Smart多因子報酬指數","7,124.86","+","34.30","0.48","",
"特選ESG高股息報酬指數","6,035.61","+","58.32","0.98","",
"特選上櫃ESG成長報酬指數","4,981.65","+","11.33","0.23","",
"特選上櫃ESG電子菁英報酬指數","5,092.34","+","11.58","0.23","",
"臺灣優息存股報酬指數","4,969.72","+","11.42","0.23","",
"特選上櫃ESG永續高股息報酬指數","7,076.74","+","68.48","0.98","",
"特選臺灣金融高股息存股報酬指數","5,510.48","+","8.45","0.15","",
"特選臺灣產業龍頭存股等權重報酬指數","6,555.82","+","59.15","0.91","",
"上櫃ESG 30報酬指數","5,875.12","+","33.44","0.57","",
"臺灣ESG低碳50報酬指數","5,705.59","+","4.13","0.07","",
"臺灣創新板報酬指數","4,287.46","-","19.65","-0.46","",
"特選上櫃ESG龍頭報酬指數","5,340.69","+","5.23","0.10","",
"112年10月24日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","219,661,863,192","2,666,127,870","1,597,584",
"2.台灣存託憑證","47,510,134","13,811,568","2,360",
"3.受益憑證","0","0","0",
"4.ETF","12,820,892,679","820,216,106","245,147",
"5.受益證券","13,975,550","695,000","87",
"6.變更交易股票","25,796,344","3,928,102","1,278",
"7.認購(售)權證","1,832,633,250","1,851,029,000","65,657",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","29,413,980","5,641,000","442",
"14.創新板股票","52,657,174","1,093,040","502",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","219,740,316,710","2,671,149,012","1,599,364",
"總計(1~15)","234,484,742,303","5,362,541,686","1,913,057",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,727(48)","619(14)",
"下跌(跌停)","4,515(39)","258(0)",
"持平","741","103",
"未成交","17,680","1",
"無比價","2,794","3",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"不加計外幣交易證券交易金額。",

"112年10月24日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","7,671,925","12,393","946,216,726","123.80","123.95","122.70","123.95","+","0.10","123.90","145","123.95","4","0.00",
="0051","元大中型100","32,641","202","2,205,054","67.35","67.85","67.20","67.85","+","0.55","67.95","1","68.00","2","0.00",
="0052","富邦科技","476,382","206","54,781,171","115.40","115.65","114.40","115.65","+","0.35","115.65","28","115.70","1","0.00",
="0053","元大電子","6,124","8","406,101","66.50","66.50","66.20","66.45"," ","0.00","66.40","1","66.45","1","0.00",
="0055","元大MSCI金融","127,590","272","2,939,047","23.06","23.09","22.96","23.07"," ","0.00","23.04","4","23.07","17","0.00",
="0056","元大高股息","25,905,750","19,256","859,260,651","33.08","33.47","32.99","33.47","+","0.39","33.47","111","33.48","43","0.00",
="0057","富邦摩台","27,989","994","2,527,833","90.50","90.50","90.00","90.00","-","0.80","90.60","25","90.85","25","0.00",
="0061","元大寶滬深","128,668","426","2,158,090","16.85","16.97","16.70","16.78","-","0.07","16.78","3","16.80","36","0.00",
="006203","元大MSCI台灣","3,097","762","184,437","59.95","59.95","59.80","59.80","-","0.25","59.70","11","60.05","1","0.00",
="006204","永豐臺灣加權","10,083","937","819,117","81.40","81.40","81.25","81.40","-","0.05","81.55","100","81.80","31","0.00",
="006205","富邦上証","1,022,035","252","29,321,656","28.82","28.86","28.52","28.67","-","0.17","28.65","21","28.67","10","0.00",
="006206","元大上證50","76,941","556","2,119,569","27.73","27.73","27.48","27.56","-","0.17","27.56","4","27.61","100","0.00",
="006207","復華滬深","207,945","985","4,574,693","22.05","22.05","21.89","21.97","-","0.10","21.95","4","21.97","105","0.00",
="006208","富邦台50","3,686,590","5,707","262,877,205","71.50","71.60","70.95","71.60","+","0.05","71.60","16","71.65","24","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.49","5","6.54","5","0.00",
="00631L","元大台灣50正2","4,600,497","4,412","579,142,958","126.00","127.25","124.35","127.25","+","1.25","127.20","15","127.25","244","0.00",
="00632R","元大台灣50反1","113,306,006","4,305","560,227,732","4.94","4.98","4.91","4.91","-","0.02","4.91","30,879","4.92","11,580","0.00",
="00633L","富邦上証正2","7,447,160","1,764","233,533,817","31.69","31.80","30.97","31.20","-","0.43","31.20","180","31.22","10","0.00",
="00634R","富邦上証反1","1,321,226","66","6,537,456","4.93","4.98","4.92","4.94","+","0.02","4.94","564","4.95","44","0.00",
="00635U","期元大S&P黃金","502,438","240","12,224,856","24.31","24.37","24.30","24.30","-","0.01","24.30","250","24.31","5","0.00",
="00636","國泰中國A50","1,317,317","520","25,566,588","19.53","19.54","19.30","19.40","-","0.13","19.38","9","19.40","97","0.00",
="00636K","國泰中國A50+U","200","2","1,204","6.02","6.02","6.02","6.02","-","0.02","5.99","10","6.03","8","0.00",
="00637L","元大滬深300正2","54,837,743","7,275","687,418,930","12.74","12.75","12.37","12.46","-","0.17","12.46","2,005","12.47","11","0.00",
="00638R","元大滬深300反1","258,056","58","2,714,349","10.47","10.60","10.47","10.53","+","0.06","10.53","1,273","10.54","1","0.00",
="00639","富邦深100","901,331","638","9,471,402","10.56","10.58","10.45","10.49","-","0.08","10.48","4","10.49","103","0.00",
="00640L","富邦日本正2","2,725,936","785","102,533,920","37.50","38.47","36.85","38.47","-","0.04","38.45","3","38.47","58","0.00",
="00641R","富邦日本反1","652,949","155","5,325,063","8.15","8.22","8.06","8.06"," ","0.00","8.06","4","8.07","302","0.00",
="00642U","期元大S&P石油","2,457,380","889","46,616,147","18.99","19.03","18.94","18.94","-","0.23","18.93","29","18.94","297","0.00",
="00643","群益深証中小","471,774","860","5,674,619","12.08","12.13","11.94","12.00","-","0.10","11.97","2","12.00","46","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.70","2","2.76","1","0.00",
="00645","富邦日本","1,624,227","1,206","49,376,774","30.37","30.70","30.11","30.70","-","0.05","30.70","5","30.72","70","0.00",
="00646","元大S&P500","499,758","449","21,201,216","42.50","42.50","42.37","42.48","-","0.11","42.47","4","42.48","151","0.00",
="00647L","元大S&P500正2","91,378","64","5,215,085","57.10","57.25","56.85","57.25","-","0.15","57.20","7","57.25","139","0.00",
="00648R","元大S&P500反1","921,059","112","6,482,455","7.04","7.05","7.02","7.02","-","0.01","7.02","3,774","7.03","7","0.00",
="00650L","復華香港正2","12,417,354","1,188","120,833,707","9.79","9.85","9.57","9.73","-","0.02","9.72","35","9.73","1,051","0.00",
="00651R","復華香港反1","895,295","109","8,528,317","9.40","9.63","9.40","9.56","-","0.01","9.54","101","9.56","407","0.00",
="00652","富邦印度","311,755","154","10,153,013","32.75","32.75","32.48","32.56","-","0.27","32.57","3","32.58","49","0.00",
="00653L","富邦印度正2","167,619","105","7,815,131","46.75","46.83","46.43","46.55","-","0.79","46.53","6","46.55","48","0.00",
="00654R","富邦印度反1","158,008","53","1,221,391","7.74","7.74","7.72","7.73","+","0.05","7.72","123","7.73","6","0.00",
="00655L","國泰中國A50正2","3,623,796","768","78,678,125","21.96","22.00","21.42","21.59","-","0.33","21.59","129","21.63","184","0.00",
="00656R","國泰中國A50反1","724,000","28","6,791,300","9.32","9.41","9.31","9.39","+","0.06","9.39","180","9.40","154","0.00",
="00657","國泰日經225","264,674","1,062","9,644,579","36.52","36.75","36.19","36.75","-","0.03","36.73","101","36.75","1","0.00",
="00657K","國泰日經225+U","200","2","2,256","11.28","11.28","11.28","11.28","-","0.08","11.35","10","11.39","10","0.00",
="00660","元大歐洲50","4,844","485","143,021","29.55","29.55","29.55","29.55"," ","0.00","29.58","51","29.65","20","0.00",
="00661","元大日經225","1,374,930","523","54,208,468","39.50","39.77","39.10","39.77"," ","0.00","39.77","4","39.78","2","0.00",
="00662","富邦NASDAQ","1,091,747","621","66,413,957","60.75","60.95","60.70","60.95","+","0.20","60.90","86","60.95","387","0.00",
="00663L","國泰臺灣加權正2","11,002","11","1,277,232","116.20","117.50","115.00","117.50","+","0.50","117.50","150","117.70","201","0.00",
="00664R","國泰臺灣加權反1","6,114,294","359","34,035,679","5.56","5.60","5.53","5.53","-","0.02","5.53","1,850","5.54","241","0.00",
="00665L","富邦恒生國企正2","59,150,614","3,333","363,965,566","6.21","6.24","6.05","6.13","-","0.05","6.12","248","6.13","438","0.00",
="00666R","富邦恒生國企反1","699,001","80","11,466,147","16.26","16.67","16.24","16.58","+","0.11","16.56","10","16.58","82","0.00",
="00668","國泰美國道瓊","95,198","341","3,678,628","38.64","38.66","38.59","38.66","-","0.32","38.67","1","38.68","65","0.00",
="00668K","國泰美國道瓊+U","200","2","2,394","11.97","11.97","11.97","11.97","-","0.07","11.95","10","11.99","10","0.00",
="00669R","國泰美國道瓊反1","4,179,617","270","34,952,457","8.36","8.38","8.35","8.36","+","0.04","8.35","1,996","8.36","1,635","0.00",
="00670L","富邦NASDAQ正2","1,244,727","638","96,688,302","77.35","77.95","77.25","77.95","+","0.85","77.90","22","77.95","45","0.00",
="00671R","富邦NASDAQ反1","10,216,011","428","51,004,185","5.00","5.01","4.98","4.98","-","0.04","4.98","2,392","4.99","2,311","0.00",
="00673R","期元大S&P原油反1","12,509,346","971","91,810,783","7.33","7.36","7.32","7.34","+","0.02","7.34","4,108","7.35","1,057","0.00",
="00674R","期元大S&P黃金反1","1,143,052","133","14,066,240","12.32","12.32","12.29","12.32","+","0.01","12.31","18","12.32","174","0.00",
="00675L","富邦臺灣加權正2","2,792,185","1,526","142,151,856","51.00","51.50","50.30","51.45","+","0.40","51.45","18","51.50","106","0.00",
="00676R","富邦臺灣加權反1","6,021,118","255","18,502,194","3.07","3.10","3.06","3.06","-","0.01","3.05","3,324","3.06","729","0.00",
="00678","群益那斯達克生技","220,230","485","5,347,376","24.50","24.50","24.23","24.27","-","0.24","24.25","1","24.29","10","0.00",
="00680L","元大美債20正2","32,495,369","3,133","241,697,045","7.38","7.48","7.38","7.48","+","0.34","7.47","253","7.48","6,330","0.00",
="00681R","元大美債20反1","371,123","127","8,359,297","22.56","22.59","22.48","22.51","-","0.55","22.50","2","22.51","96","0.00",
="00682U","期元大美元指數","32,000","13","677,420","21.19","21.19","21.15","21.16","-","0.16","21.16","24","21.18","1","0.00",
="00683L","期元大美元指正2","979,060","100","22,383,178","22.94","22.94","22.83","22.86","-","0.41","22.86","284","22.87","1","0.00",
="00684R","期元大美元指反1","21,000","5","325,080","15.48","15.48","15.48","15.48","X","0.00","15.48","5","15.52","20","0.00",
="00685L","群益臺灣加權正2","132,700","75","5,997,368","45.33","45.75","44.67","45.75","+","0.42","45.74","1","45.75","58","0.00",
="00686R","群益臺灣加權反1","197,000","17","654,830","3.32","3.34","3.32","3.32"," ","0.00","3.30","407","3.31","200","0.00",
="00688L","國泰20年美債正2","10,740,272","1,167","79,288,528","7.35","7.42","7.33","7.42","+","0.35","7.41","141","7.42","542","0.00",
="00689R","國泰20年美債反1","84,140","38","1,970,843","23.47","23.51","23.37","23.37","-","0.64","23.37","289","23.39","5","0.00",
="00690","兆豐藍籌30","208,108","337","5,657,463","27.22","27.25","27.06","27.19","-","0.03","27.18","25","27.19","1","0.00",
="00692","富邦公司治理","2,316,916","1,581","71,388,455","30.90","30.94","30.67","30.93","+","0.03","30.92","30","30.93","2","0.00",
="00693U","期街口S&P黃豆","65,050","35","1,755,261","27.02","27.03","26.93","26.93","-","0.29","26.93","1","26.94","1","0.00",
="00700","富邦恒生國企","217,056","798","2,548,100","11.81","11.81","11.64","11.74","-","0.05","11.70","69","11.74","115","0.00",
="00701","國泰股利精選30","1,845,344","458","45,262,541","24.51","24.61","24.41","24.59","+","0.02","24.57","1","24.59","11","0.00",
